CollectDate,Year,Month,LabSampleNum,Locator,Depth,Parameter,Value,Units,Qualifier,MDL,RDL,Text
1981-03-19T08:00:00Z,1981,3,8115173,A319,1,Total Phosphorus,0.119,mg/L,,NA,NA,.119||King County Nstream Database/RS3
2008-06-12T18:37:00Z,2008,6,L45703-3,A319,NA,"pH, Field",7.08,pH,,NA,NA,
1987-07-15T07:00:00Z,1987,7,8707669,A319,1,Turbidity,0.8,NTU,,NA,NA,.8||King County Nstream Database/B53311
2019-10-16T15:34:00Z,2019,10,L73396-16,A319,NA,Total Suspended Solids,6.4,mg/L,,0.5,1,
1987-12-15T08:00:00Z,1987,12,8713686,A319,1,Temperature,4.7,deg C,,NA,NA,4.7||King County Nstream Database/B53311
2018-08-13T16:40:00Z,2018,8,L70508-3,A319,NA,Nitrite + Nitrate Nitrogen,0.12,mg/L,,0.01,0.04,
2018-06-13T16:15:00Z,2018,6,L70250-3,A319,NA,"Conductivity, Field",69.3,umhos/cm,,0.5,10,
2019-02-25T18:25:00Z,2019,2,L71711-3,A319,NA,"Dissolved Oxygen, Field",12.5,mg/L,,0.5,1,
1993-09-21T16:40:00Z,1993,9,L2055-5,A319,NA,Conductivity,82,umhos/cm,,0.5,1,
1993-11-16T18:15:00Z,1993,11,L2467-5,A319,NA,Total Nitrogen,0.24,mg/L,,0.05,0.1,
2020-01-22T17:14:00Z,2020,1,L73946-3,A319,NA,Total Nitrogen,0.482,mg/L,,0.05,0.1,
1999-05-11T17:11:00Z,1999,5,L15535-2,A319,NA,Total Nitrogen,0.262,mg/L,,0.05,0.1,
2005-02-16T18:00:00Z,2005,2,L34674-2,A319,NA,"Dissolved Oxygen, Field",12.2,mg/L,,0.5,1,
2001-03-06T17:55:00Z,2001,3,L19961-2,A319,NA,Total Phosphorus,0.0123,mg/L,,0.005,0.01,
1997-11-13T17:58:00Z,1997,11,L12106-2,A319,NA,Conductivity,56.1,umhos/cm,,0.5,1,
1996-04-17T16:25:00Z,1996,4,L8173-2,A319,NA,Total Suspended Solids,19.5,mg/L,,0.5,1,
1985-05-16T07:00:00Z,1985,5,8515216,A319,1,Storm Or Non-Storm,NA,none,,NA,NA,N||King County Nstream Database/RS4
2004-10-12T17:45:00Z,2004,10,L33221-2,A319,NA,Total Phosphorus,0.0158,mg/L,,0.005,0.01,
1986-05-15T07:00:00Z,1986,5,8604725,A319,1,Orthophosphate Phosphorus,0.001,mg/L,,NA,NA,.001||King County Nstream Database/B53311
2001-12-11T17:48:00Z,2001,12,L23019-2,A319,NA,Temperature,5.5,deg C,,NA,NA,
2001-12-11T17:48:00Z,2001,12,L23019-2,A319,NA,Enterococcus,12,CFU/100ml,,NA,NA,
2005-09-14T16:52:00Z,2005,9,L36785-2,A319,NA,Turbidity,1.4,NTU,<RDL,0.5,2,
1987-02-18T08:00:00Z,1987,2,8700668,A319,1,Orthophosphate Phosphorus,0.016,mg/L,,NA,NA,.016||King County Nstream Database/B53311
1984-01-19T08:00:00Z,1984,1,8415024,A319,1,"pH, Field",7.3,pH,,NA,NA,7.3||King County Nstream Database/RS4
1991-05-08T07:00:00Z,1991,5,9108538,A319,1,Conductivity,57,umhos/cm,,NA,NA,57||King County Nstream Database/B53311
1977-01-11T08:00:00Z,1977,1,7715005,A319,1,Total Suspended Solids,2.5,mg/L,,NA,NA,2.50||King County Nstream Database/RVL
2006-10-11T17:17:00Z,2006,10,L40575-3,A319,NA,"Dissolved Oxygen, Field",10.2,mg/L,,0.5,1,
2016-04-13T16:50:00Z,2016,4,L65156-3,A319,NA,"Dissolved Oxygen, Field",11.5,mg/L,,0.5,1,
1996-08-13T16:20:00Z,1996,8,L9251-2,A319,NA,Conductivity,88.6,umhos/cm,,0.5,1,
1995-05-09T16:35:00Z,1995,5,L6051-2,A319,NA,Temperature,10.9,deg C,,NA,NA,
2008-07-09T17:05:00Z,2008,7,L45856-3,A319,NA,Temperature,12,deg C,,NA,NA,
1994-07-12T16:50:00Z,1994,7,L4046-5,A319,NA,Enterococcus,3,CFU/100ml,,NA,NA,
2019-07-10T16:02:00Z,2019,7,L72673-3,A319,NA,Total Suspended Solids,1.79,mg/L,,0.53,1.05,
1976-06-28T07:00:00Z,1976,6,7615385,A319,1,Turbidity,2.8,NTU,,NA,NA,2.8||King County Nstream Database/RVL
1986-02-20T08:00:00Z,1986,2,8615072,A319,1,Nitrite + Nitrate Nitrogen,0.551,mg/L,,NA,NA,.551||King County Nstream Database/RS4
2002-07-08T16:58:00Z,2002,7,L24798-2,A319,NA,Temperature,12.3,deg C,,NA,NA,
1982-09-23T07:00:00Z,1982,9,8215637,A319,1,"pH, Field",7.3,pH,,NA,NA,7.3||King County Nstream Database/RS4
1991-09-24T07:00:00Z,1991,9,9112244,A319,1,Total Phosphorus,0.015,mg/L,,NA,NA,.015||King County Nstream Database/B53311
1978-03-14T08:00:00Z,1978,3,7815059,A319,1,Temperature,7,deg C,,NA,NA,7.0||King County Nstream Database/RVL
1982-07-22T07:00:00Z,1982,7,8215487,A319,1,Total Phosphorus,0.02,mg/L,,NA,NA,.020||King County Nstream Database/RS4
2004-07-14T17:30:00Z,2004,7,L32477-2,A319,NA,Temperature,16.5,deg C,,NA,NA,
2002-01-15T17:32:00Z,2002,1,L23128-2,A319,NA,Fecal Coliform,5,CFU/100ml,,NA,NA,
2003-06-11T17:05:00Z,2003,6,L28492-2,A319,NA,Total Alkalinity,25.5,mg CaCO3/L,,1,10,
2002-10-14T17:00:00Z,2002,10,L26091-2,A319,NA,Nitrite + Nitrate Nitrogen,0.247,mg/L,,0.02,0.04,
1996-08-13T16:20:00Z,1996,8,L9251-2,A319,NA,Temperature,16.2,deg C,,NA,NA,
1992-12-15T08:00:00Z,1992,12,L146-5,A319,NA,Turbidity,4.8,NTU,,0.5,1,
1995-08-15T17:50:00Z,1995,8,L6660-2,A319,NA,Temperature,15.2,deg C,,NA,10,
1981-05-14T07:00:00Z,1981,5,8115305,A319,1,Fecal Coliform,72,ORG/100ml,,NA,NA,72||King County Nstream Database/RS3
1982-03-25T08:00:00Z,1982,3,8215189,A319,1,Total Phosphorus,0.018,mg/L,,NA,NA,.018||King County Nstream Database/RS3
2005-10-12T16:42:00Z,2005,10,L37067-12,A319,NA,Total Phosphorus,0.0385,mg/L,,0.005,0.01,
2007-09-05T17:30:00Z,2007,9,L43723-3,A319,NA,Temperature,15.5,deg C,,NA,NA,
1985-03-21T08:00:00Z,1985,3,8515118,A319,1,Orthophosphate Phosphorus,0.028,mg/L,,NA,NA,.028||King County Nstream Database/RS4
1990-06-13T07:00:00Z,1990,6,9007039,A319,1,Nitrite + Nitrate Nitrogen,0.2,mg/L,,NA,NA,.200||King County Nstream Database/B53311
2015-08-12T16:46:00Z,2015,8,L63408-3,A319,NA,Total Alkalinity,34.7,mg CaCO3/L,,1,5,
1996-12-10T17:55:00Z,1996,12,L9968-2,A319,NA,"pH, Field",6.96,pH,,NA,NA,
1986-05-15T07:00:00Z,1986,5,8604725,A319,1,Storm Or Non-Storm,NA,none,,NA,NA,N||King County Nstream Database/B53311
2001-05-15T17:26:00Z,2001,5,L20684-2,A319,NA,Turbidity,2.9,NTU,,0.5,2,
1979-12-17T08:00:00Z,1979,12,7916221,A319,1,Fecal Coliform,780,ORG/100ml,,NA,NA,780||King County Nstream Database/RVL
2014-10-15T17:34:00Z,2014,10,L61417-3,A319,NA,Nitrite + Nitrate Nitrogen,0.154,mg/L,,0.01,0.04,
1987-04-15T07:00:00Z,1987,4,8701803,A319,1,Ammonia Nitrogen,0.036,mg/L,,NA,NA,.036||King County Nstream Database/B53311
2005-05-11T16:53:00Z,2005,5,L35457-2,A319,NA,Total Alkalinity,26.6,mg CaCO3/L,,1,10,
1998-02-10T17:20:00Z,1998,2,L12588-2,A319,NA,Orthophosphate Phosphorus,0.00832,mg/L,,0.002,0.005,
1986-09-17T07:00:00Z,1986,9,8608724,A319,1,Total Suspended Solids,3,mg/L,,NA,NA,3.00||King County Nstream Database/B53311
2004-10-12T17:45:00Z,2004,10,L33221-2,A319,NA,Total Nitrogen,0.308,mg/L,,0.05,0.1,
2001-04-10T17:02:00Z,2001,4,L20497-2,A319,NA,Total Suspended Solids,3.7,mg/L,,0.5,1,
2019-02-25T18:25:00Z,2019,2,L71711-3,A319,NA,Nitrite + Nitrate Nitrogen,0.483,mg/L,,0.01,0.04,
1977-06-07T07:00:00Z,1977,6,7715151,A319,1,Total Suspended Solids,2.4,mg/L,,NA,NA,2.40||King County Nstream Database/RVL
2001-05-15T17:26:00Z,2001,5,L20684-2,A319,NA,Total Phosphorus,0.0215,mg/L,,0.005,0.01,
1980-02-26T08:00:00Z,1980,2,8015085,A319,1,Fecal Coliform,1100,ORG/100ml,,NA,NA,1100||King County Nstream Database/RVL
1984-12-12T08:00:00Z,1984,12,8415620,A319,1,Temperature,4.8,deg C,,NA,NA,4.8||King County Nstream Database/RS4
1977-03-08T08:00:00Z,1977,3,7715046,A319,1,Dissolved Oxygen,12.2,mg/L,,NA,NA,12.20||King County Nstream Database/RVL
1979-12-17T08:00:00Z,1979,12,7916221,A319,1,Temperature,6,deg C,,NA,NA,6.0||King County Nstream Database/RVL
1995-06-13T16:28:00Z,1995,6,L6236-2,A319,NA,Storm Or Non-Storm,NA,none,,NA,NA,N
1997-12-09T18:45:00Z,1997,12,L12346-2,A319,NA,Turbidity,1.6,NTU,,0.5,1,
2022-03-15T17:07:00Z,2022,3,L78775-3,A319,NA,"Dissolved Oxygen, Field",11.5,mg/L,,0.5,1,
1991-10-15T07:00:00Z,1991,10,9112999,A319,1,Total Phosphorus,0.03,mg/L,,NA,NA,.030||King County Nstream Database/B53311
1984-07-19T07:00:00Z,1984,7,8415327,A319,1,Dissolved Oxygen,10.3,mg/L,,NA,NA,10.29||King County Nstream Database/RS4
1979-01-23T08:00:00Z,1979,1,7915003,A319,1,Fecal Coliform,140,ORG/100ml,,NA,NA,140||King County Nstream Database/RVL
1995-01-10T18:20:00Z,1995,1,L5176-5,A319,NA,Temperature,6.3,deg C,,NA,NA,
2007-12-12T18:05:00Z,2007,12,L44659-3,A319,NA,Turbidity,2.03,NTU,,0.5,2,
1993-05-11T16:40:00Z,1993,5,L1079-5,A319,NA,Total Suspended Solids,5.5,mg/L,,1,2,
1993-06-15T19:35:00Z,1993,6,L1284-5,A319,NA,Temperature,13.5,deg C,,NA,NA,
1991-10-15T07:00:00Z,1991,10,9112999,A319,1,Total Suspended Solids,0.8,mg/L,,NA,NA,.80||King County Nstream Database/B53311
2022-01-12T17:49:00Z,2022,1,L78397-3,A319,NA,Total Alkalinity,22.5,mg CaCO3/L,,1,5,
1983-03-17T08:00:00Z,1983,3,8315126,A319,1,Dissolved Oxygen,11.8,mg/L,,NA,NA,11.78||King County Nstream Database/RS4
2005-05-11T16:53:00Z,2005,5,L35457-2,A319,NA,Total Phosphorus,0.0367,mg/L,,0.005,0.01,
1999-02-09T17:15:00Z,1999,2,L14966-2,A319,NA,Fecal Coliform,19,CFU/100ml,,NA,NA,
1984-09-20T07:00:00Z,1984,9,8415449,A319,1,Fecal Coliform,140,ORG/100ml,,NA,NA,140||King County Nstream Database/RS4
1991-08-20T07:00:00Z,1991,8,9111365,A319,1,Enterococcus,39,ORG/100g,,NA,NA,39||King County Nstream Database/B53311
2003-09-10T17:31:00Z,2003,9,L29542-2,A319,NA,"Dissolved Oxygen, Field",9.3,mg/L,,NA,NA,
1992-12-15T08:00:00Z,1992,12,L146-5,A319,NA,Enterococcus,17,CFU/100ml,,NA,NA,
1992-08-19T07:00:00Z,1992,8,9212306,A319,1,"pH, Field",7.5,pH,,NA,NA,7.5||King County Nstream Database/B53311
1984-11-16T08:00:00Z,1984,11,8415566,A319,1,Fecal Coliform,24,ORG/100ml,,NA,NA,24||King County Nstream Database/RS4
2015-07-15T16:46:00Z,2015,7,L62994-3,A319,NA,Temperature,15.9,deg C,,NA,NA,
1998-04-14T17:05:00Z,1998,4,L13106-2,A319,NA,Fecal Coliform,1300,CFU/100ml,,NA,NA,
1979-06-19T07:00:00Z,1979,6,7915449,A319,1,Fecal Coliform,54,ORG/100ml,,NA,NA,54||King County Nstream Database/RVL
2008-02-06T18:50:00Z,2008,2,L45058-3,A319,NA,Ammonia Nitrogen,0.012,mg/L,<RDL,0.01,0.02,
1988-03-16T08:00:00Z,1988,3,8804431,A319,1,Turbidity,0.4,NTU,,NA,NA,.4||King County Nstream Database/B53311
1993-09-21T16:40:00Z,1993,9,L2055-5,A319,NA,Total Phosphorus,0.011,mg/L,,0.005,0.01,
2020-03-11T16:14:00Z,2020,3,L74248-3,A319,NA,"pH, Field",7.24,pH,,NA,NA,
1994-01-19T18:47:00Z,1994,1,L2787-5,A319,NA,Conductivity,54,umhos/cm,,0.5,1,
1986-06-12T07:00:00Z,1986,6,8605763,A319,1,Storm Or Non-Storm,NA,none,,NA,NA,N||King County Nstream Database/B53311
1979-09-24T07:00:00Z,1979,9,7915818,A319,1,"pH, Field",7.1,pH,,NA,NA,7.1||King County Nstream Database/RVL
2002-04-09T17:13:00Z,2002,4,L23626-2,A319,NA,Enterococcus,3,CFU/100ml,,NA,NA,
2017-03-15T16:46:00Z,2017,3,L67269-3,A319,NA,Total Phosphorus,0.0624,mg/L,,0.005,0.01,
1992-05-13T07:00:00Z,1992,5,9209659,A319,1,Fecal Coliform,16,ORG/100ml,E,NA,NA,16||King County Nstream Database/B53311
1977-03-08T08:00:00Z,1977,3,7715046,A319,1,Fecal Coliform,220,ORG/100ml,,NA,NA,220||King County Nstream Database/RVL
1988-04-13T07:00:00Z,1988,4,8805078,A319,1,Ammonia Nitrogen,0.005,mg/L,,NA,NA,.005||King County Nstream Database/B53311
2004-07-14T17:30:00Z,2004,7,L32477-2,A319,NA,E. coli,60,CFU/100ml,,NA,NA,
2004-12-07T18:40:00Z,2004,12,L34113-2,A319,NA,Nitrite + Nitrate Nitrogen,0.522,mg/L,,0.02,0.04,
1990-05-15T07:00:00Z,1990,5,9006352,A319,1,Orthophosphate Phosphorus,0.014,mg/L,,NA,NA,.014||King County Nstream Database/B53311
1998-11-10T17:49:00Z,1998,11,L14389-2,A319,NA,Nitrite + Nitrate Nitrogen,0.294,mg/L,,0.02,0.04,
1976-04-13T08:00:00Z,1976,4,7615251,A319,1,Ammonia Nitrogen,0.012,mg/L,,NA,NA,.012||King County Nstream Database/RVL
2015-11-12T17:57:00Z,2015,11,L64151-3,A319,NA,Temperature,7.7,deg C,,NA,NA,
1993-07-13T16:14:00Z,1993,7,L1507-5,A319,NA,Temperature,13.5,deg C,,NA,NA,
2005-12-14T17:57:00Z,2005,12,L37746-3,A319,NA,Turbidity,1.2,NTU,<RDL,0.5,2,
1996-12-10T17:55:00Z,1996,12,L9968-2,A319,NA,Temperature,6.3,deg C,,NA,NA,
1983-11-17T08:00:00Z,1983,11,8315586,A319,1,Turbidity,10,NTU,,NA,NA,10.0||King County Nstream Database/RS4
1992-11-17T08:00:00Z,1992,11,L6-5,A319,NA,Temperature,10,deg C,,NA,NA,
1994-03-15T17:30:00Z,1994,3,L3201-5,A319,NA,Conductivity,53,umhos/cm,,0.5,1,
1977-11-21T08:00:00Z,1977,11,7715365,A319,1,"pH, Field",6.5,pH,,NA,NA,6.5||King County Nstream Database/RVL
2020-12-16T18:12:00Z,2020,12,L75999-3,A319,NA,"Conductivity, Field",58.8,umhos/cm,,0.5,10,
1979-04-10T08:00:00Z,1979,4,7915244,A319,1,Turbidity,3.3,NTU,,NA,NA,3.3||King County Nstream Database/RVL
1998-06-23T16:40:00Z,1998,6,L13534-2,A319,NA,Total Phosphorus,0.0155,mg/L,,0.005,0.01,
2019-10-16T15:31:00Z,2019,10,L73396-3,A319,NA,Ammonia Nitrogen,0.11,mg/L,,0.002,0.01,
2019-12-18T17:41:00Z,2019,12,L73754-3,A319,NA,"pH, Field",7.33,pH,,NA,NA,
2015-03-09T16:40:00Z,2015,3,L62312-3,A319,NA,Temperature,6.8,deg C,,NA,NA,
2003-01-13T17:56:00Z,2003,1,L26869-2,A319,NA,"pH, Field",6.5,pH,,NA,NA,
2008-08-06T17:32:00Z,2008,8,L46212-3,A319,NA,Total Nitrogen,0.318,mg/L,,0.05,0.1,
2019-01-09T17:30:00Z,2019,1,L71578-3,A319,NA,Silica,14.8,mg/L,,0.2,0.5,
1996-06-11T17:00:00Z,1996,6,L8749-2,A319,NA,Total Nitrogen,0.372,mg/L,,0.05,0.1,
1992-06-09T07:00:00Z,1992,6,9210503,A319,1,Nitrite + Nitrate Nitrogen,0.23,mg/L,,NA,NA,.230||King County Nstream Database/B53311
2006-02-15T18:38:00Z,2006,2,L37825-3,A319,NA,Total Alkalinity,35.5,mg CaCO3/L,,1,10,
1983-09-22T07:00:00Z,1983,9,8315464,A319,1,Conductivity,62,umhos/cm,,NA,NA,62||King County Nstream Database/RS4
1982-02-25T08:00:00Z,1982,2,8215116,A319,1,Total Phosphorus,0.025,mg/L,,NA,NA,.025||King County Nstream Database/RS3
1984-04-12T08:00:00Z,1984,4,8415166,A319,1,Dissolved Oxygen,11.9,mg/L,,NA,NA,11.91||King County Nstream Database/RS4
2001-03-06T17:55:00Z,2001,3,L19961-2,A319,NA,Total Nitrogen,0.477,mg/L,,0.05,0.1,
1992-10-20T07:00:00Z,1992,10,9213909,A319,1,Turbidity,1.2,NTU,,NA,NA,1.2||King County Nstream Database/B53311
1995-11-14T18:00:00Z,1995,11,L7319-11,A319,NA,Ammonia Nitrogen,NA,mg/L,<MDL,0.02,0.04,
1995-05-09T16:35:00Z,1995,5,L6051-2,A319,NA,Total Phosphorus,0.0219,mg/L,,0.005,0.01,
2008-01-09T18:17:00Z,2008,1,L44906-3,A319,NA,Turbidity,1.3,NTU,<RDL,0.5,2,
1998-09-15T17:16:00Z,1998,9,L14031-2,A319,NA,Temperature,15,deg C,,NA,NA,
1990-02-21T08:00:00Z,1990,2,9002550,A319,1,Storm Or Non-Storm,NA,none,,NA,NA,N||King County Nstream Database/B53311
2002-07-08T16:58:00Z,2002,7,L24798-2,A319,NA,Total Phosphorus,0.0203,mg/L,,0.005,0.01,
1986-02-20T08:00:00Z,1986,2,8615072,A319,1,Conductivity,65,umhos/cm,,NA,NA,65||King County Nstream Database/RS4
2018-09-12T16:51:00Z,2018,9,L70827-3,A319,NA,"pH, Field",7.41,pH,,NA,NA,
2018-08-13T16:40:00Z,2018,8,L70508-3,A319,NA,Total Alkalinity,31.7,mg CaCO3/L,,1,5,
1996-09-10T16:50:00Z,1996,9,L9413-2,A319,NA,Turbidity,0.7,NTU,<RDL,0.5,1,
1977-09-13T07:00:00Z,1977,9,7715284,A319,1,Temperature,14,deg C,,NA,NA,14.0||King County Nstream Database/RVL
1983-02-17T08:00:00Z,1983,2,8315075,A319,1,Conductivity,62,umhos/cm,,NA,NA,62||King County Nstream Database/RS4
2003-10-13T17:00:00Z,2003,10,L29849-2,A319,NA,Temperature,11.8,deg C,,NA,NA,
1976-04-13T08:00:00Z,1976,4,7615251,A319,1,Nitrite + Nitrate Nitrogen,0.104,mg/L,,NA,NA,.104||King County Nstream Database/RVL
2006-05-10T16:19:00Z,2006,5,L38937-3,A319,NA,Turbidity,1.2,NTU,<RDL,0.5,2,
1993-05-11T16:40:00Z,1993,5,L1079-5,A319,NA,"pH, Field",7.24,pH,,NA,NA,
1993-04-13T19:45:00Z,1993,4,L814-5,A319,NA,Temperature,7.8,deg C,,NA,NA,
1997-01-14T17:05:00Z,1997,1,L10178-2,A319,NA,Turbidity,5.5,NTU,,0.5,1,
1980-03-24T08:00:00Z,1980,3,8015166,A319,1,Dissolved Oxygen,12.4,mg/L,,NA,NA,12.40||King County Nstream Database/RVL
2002-05-14T17:06:00Z,2002,5,L24078-2,A319,NA,Turbidity,1.8,NTU,<RDL,0.5,2,
1995-11-14T18:00:00Z,1995,11,L7319-11,A319,NA,Total Phosphorus,0.0891,mg/L,,0.005,0.01,
1993-01-12T17:57:00Z,1993,1,L315-5,A319,NA,Nitrite + Nitrate Nitrogen,0.47,mg/L,,0.05,0.1,
2006-10-11T17:17:00Z,2006,10,L40575-3,A319,NA,"Conductivity, Field",83.6,umhos/cm,,0.5,10,
2001-08-15T16:41:00Z,2001,8,L21601-2,A319,NA,"Dissolved Oxygen, Field",9.1,mg/L,,NA,NA,
2000-07-11T15:53:00Z,2000,7,L18127-2,A319,NA,"Conductivity, Field",62,umhos/cm,,NA,NA,
1994-06-21T16:30:00Z,1994,6,L3897-5,A319,NA,Ammonia Nitrogen,NA,mg/L,<MDL,0.02,0.04,
1995-07-18T16:15:00Z,1995,7,L6495-2,A319,NA,Total Suspended Solids,1.5,mg/L,,0.5,1,
1991-08-20T07:00:00Z,1991,8,9111365,A319,1,Turbidity,1,NTU,,NA,NA,1.0||King County Nstream Database/B53311
1977-04-04T08:00:00Z,1977,4,7715085,A319,1,Conductivity,53,umhos/cm,,NA,NA,53||King County Nstream Database/RVL
2018-12-12T17:30:00Z,2018,12,L71436-3,A319,NA,Orthophosphate Phosphorus,0.0128,mg/L,,5e-4,0.002,
2005-07-13T16:02:00Z,2005,7,L36108-2,A319,NA,Turbidity,0.88,NTU,<RDL,0.5,2,
2000-04-11T17:30:00Z,2000,4,L17633-2,A319,NA,Total Phosphorus,0.0125,mg/L,,0.005,0.01,
1983-11-17T08:00:00Z,1983,11,8315586,A319,1,Nitrite + Nitrate Nitrogen,0.35,mg/L,,NA,NA,.350||King County Nstream Database/RS4
2003-02-11T18:13:00Z,2003,2,L27140-2,A319,NA,Fecal Coliform,3,CFU/100ml,,NA,NA,
2004-05-12T16:42:00Z,2004,5,L31880-2,A319,NA,"pH, Field",7.5,pH,,NA,NA,
1981-07-23T07:00:00Z,1981,7,8115443,A319,1,Dissolved Oxygen,9.92,mg/L,,NA,NA,9.92||King County Nstream Database/RS3
1988-04-13T07:00:00Z,1988,4,8805078,A319,1,Dissolved Oxygen,11,mg/L,,NA,NA,11.03||King County Nstream Database/B53311
1979-11-26T08:00:00Z,1979,11,7916096,A319,1,Dissolved Oxygen,11.9,mg/L,,NA,NA,11.90||King County Nstream Database/RVL
1993-09-21T16:40:00Z,1993,9,L2055-5,A319,NA,Storm Or Non-Storm,NA,none,,NA,NA,N
2019-02-25T18:25:00Z,2019,2,L71711-3,A319,NA,Total Alkalinity,29.8,mg CaCO3/L,,1,5,
1999-05-11T17:11:00Z,1999,5,L15535-2,A319,NA,Turbidity,3.1,NTU,,0.5,1,
2005-07-13T16:02:00Z,2005,7,L36108-2,A319,NA,Orthophosphate Phosphorus,0.0075,mg/L,,0.002,0.005,
2002-04-09T17:13:00Z,2002,4,L23626-2,A319,NA,"pH, Field",7.4,pH,,NA,NA,
2005-01-11T08:00:00Z,2005,1,L34352-13,A319,NA,Total Phosphorus,0.0272,mg/L,,0.005,0.01,L34352-2
1999-12-14T17:50:00Z,1999,12,L16886-2,A319,NA,Nitrite + Nitrate Nitrogen,0.269,mg/L,,0.02,0.04,
1991-05-08T07:00:00Z,1991,5,9108538,A319,1,Ammonia Nitrogen,0.017,mg/L,,NA,NA,.017||King County Nstream Database/B53311
1982-12-02T08:00:00Z,1982,12,8215770,A319,1,Orthophosphate Phosphorus,0.02,mg/L,,NA,NA,.020||King County Nstream Database/RS4
1977-04-19T08:00:00Z,1977,4,7715100,A319,1,"pH, Field",6.3,pH,,NA,NA,6.3||King County Nstream Database/RVL
1995-11-14T17:40:00Z,1995,11,L7319-2,A319,NA,Orthophosphate Phosphorus,0.0232,mg/L,,0.002,0.005,
2016-10-12T17:17:00Z,2016,10,L66361-16,A319,NA,Total Phosphorus,0.016,mg/L,,0.005,0.01,
2001-03-06T17:55:00Z,2001,3,L19961-2,A319,NA,Ammonia Nitrogen,NA,mg/L,<MDL,0.01,0.02,
1978-11-07T08:00:00Z,1978,11,7815389,A319,1,Total Phosphorus,0.02,mg/L,,NA,NA,.020||King County Nstream Database/RVL
1991-02-27T08:00:00Z,1991,2,9106131,A319,1,"pH, Field",6.7,pH,,NA,NA,6.7||King County Nstream Database/B53311
2002-04-09T17:13:00Z,2002,4,L23626-2,A319,NA,Conductivity,52.9,umhos/cm,,0.5,10,
1992-09-16T07:00:00Z,1992,9,9213137,A319,1,Turbidity,0.5,NTU,,NA,NA,.5||King County Nstream Database/B53311
1993-05-11T16:40:00Z,1993,5,L1079-5,A319,NA,Storm Or Non-Storm,NA,none,,NA,NA,N
1983-02-17T08:00:00Z,1983,2,8315075,A319,1,Turbidity,2,NTU,,NA,NA,2.0||King County Nstream Database/RS4
1993-10-12T15:50:00Z,1993,10,L2217-5,A319,NA,Conductivity,78,umhos/cm,,0.5,1,
2020-10-14T16:37:00Z,2020,10,L75648-3,A319,NA,Total Nitrogen,0.332,mg/L,,0.05,0.1,
2006-08-16T17:35:00Z,2006,8,L40017-3,A319,NA,Turbidity,0.55,NTU,<RDL,0.5,2,
2017-12-13T17:28:00Z,2017,12,L69125-3,A319,NA,"Conductivity, Field",66.9,umhos/cm,,0.5,10,
1986-09-17T07:00:00Z,1986,9,8608724,A319,1,"pH, Field",7.6,pH,,NA,NA,7.6||King County Nstream Database/B53311
1994-05-17T17:25:00Z,1994,5,L3638-5,A319,NA,Enterococcus,320,CFU/100ml,,NA,NA,
1984-05-17T07:00:00Z,1984,5,8415213,A319,1,Conductivity,50,umhos/cm,,NA,NA,50||King County Nstream Database/RS4
1981-12-17T08:00:00Z,1981,12,8115789,A319,1,Total Phosphorus,0.003,mg/L,,NA,NA,.003||King County Nstream Database/RS3
2000-08-01T17:05:00Z,2000,8,L18386-2,A319,NA,Temperature,17.5,deg C,,NA,NA,
1990-04-11T07:00:00Z,1990,4,9005559,A319,1,Total Phosphorus,0.022,mg/L,,NA,NA,.022||King County Nstream Database/B53311
1978-08-08T07:00:00Z,1978,8,7815307,A319,1,Ammonia Nitrogen,0.019,mg/L,,NA,NA,.019||King County Nstream Database/RVL
1994-05-17T17:25:00Z,1994,5,L3638-5,A319,NA,Orthophosphate Phosphorus,0.0709,mg/L,,0.002,0.005,
2001-12-11T17:48:00Z,2001,12,L23019-2,A319,NA,Ammonia Nitrogen,0.0236,mg/L,,0.01,0.02,
2005-11-16T18:00:00Z,2005,11,L37478-3,A319,NA,Temperature,6.2,deg C,,NA,NA,
1996-09-10T16:50:00Z,1996,9,L9413-2,A319,NA,Total Suspended Solids,1.6,mg/L,,0.5,1,
1977-08-02T07:00:00Z,1977,8,7715246,A319,1,Total Suspended Solids,2.2,mg/L,,NA,NA,2.20||King County Nstream Database/RVL
2005-07-13T16:02:00Z,2005,7,L36108-2,A319,NA,Total Suspended Solids,2.2,mg/L,,0.5,1,
2001-07-10T16:15:00Z,2001,7,L21243-2,A319,NA,Nitrite + Nitrate Nitrogen,0.204,mg/L,,0.02,0.04,
1986-09-17T07:00:00Z,1986,9,8608724,A319,1,Orthophosphate Phosphorus,0.008,mg/L,,NA,NA,.008||King County Nstream Database/B53311
2001-08-15T16:41:00Z,2001,8,L21601-2,A319,NA,Storm Or Non-Storm,NA,none,,NA,NA,N
1989-06-14T07:00:00Z,1989,6,8906297,A319,1,Ammonia Nitrogen,0.007,mg/L,,NA,NA,.007||King County Nstream Database/B53311
1999-04-13T17:19:00Z,1999,4,L15281-2,A319,NA,Enterococcus,1,CFU/100ml,,NA,NA,
1992-09-16T07:00:00Z,1992,9,9213137,A319,1,Nitrite + Nitrate Nitrogen,0.16,mg/L,,NA,NA,.160||King County Nstream Database/B53311
1995-04-11T17:15:00Z,1995,4,L5829-11,A319,NA,Ammonia Nitrogen,NA,mg/L,<MDL,0.02,0.04,
2002-07-08T16:58:00Z,2002,7,L24798-2,A319,NA,Ammonia Nitrogen,0.01,mg/L,<RDL,0.01,0.02,
