SampleID,CollectDate,Year,Month,Locator,Nitrite_+_Nitrate_Nitrogen,Nitrite_+_Nitrate_Nitrogen_log,Nitrite_+_Nitrate_Nitrogen_units,Nitrite_+_Nitrate_Nitrogen_mdl,Nitrite_+_Nitrate_Nitrogen_rdl,Nitrite_+_Nitrate_Nitrogen_text,Nitrite_+_Nitrate_Nitrogen_orig,Ammonia_Nitrogen,Ammonia_Nitrogen_log,Ammonia_Nitrogen_units,Ammonia_Nitrogen_mdl,Ammonia_Nitrogen_rdl,Ammonia_Nitrogen_text,Ammonia_Nitrogen_orig,Total_Nitrogen,Total_Nitrogen_log,Total_Nitrogen_units,Total_Nitrogen_mdl,Total_Nitrogen_rdl,Total_Nitrogen_text,Total_Nitrogen_orig,Total_Suspended_Solids,Total_Suspended_Solids_log,Total_Suspended_Solids_units,Total_Suspended_Solids_mdl,Total_Suspended_Solids_rdl,Total_Suspended_Solids_text,Total_Suspended_Solids_orig,"Dissolved_Oxygen,_Field","Dissolved_Oxygen,_Field_log","Dissolved_Oxygen,_Field_units","Dissolved_Oxygen,_Field_mdl","Dissolved_Oxygen,_Field_rdl","Dissolved_Oxygen,_Field_text","Dissolved_Oxygen,_Field_orig","pH,_Field","pH,_Field_log","pH,_Field_units","pH,_Field_mdl","pH,_Field_rdl","pH,_Field_text","pH,_Field_orig",Orthophosphate_Phosphorus,Orthophosphate_Phosphorus_log,Orthophosphate_Phosphorus_units,Orthophosphate_Phosphorus_mdl,Orthophosphate_Phosphorus_rdl,Orthophosphate_Phosphorus_text,Orthophosphate_Phosphorus_orig,Temperature,Temperature_log,Temperature_units,Temperature_mdl,Temperature_rdl,Temperature_text,Temperature_orig,Fecal_Coliform,Fecal_Coliform_log,Fecal_Coliform_units,Fecal_Coliform_mdl,Fecal_Coliform_rdl,Fecal_Coliform_text,Fecal_Coliform_orig,Total_Alkalinity,Total_Alkalinity_log,Total_Alkalinity_units,Total_Alkalinity_mdl,Total_Alkalinity_rdl,Total_Alkalinity_text,Total_Alkalinity_orig,Turbidity,Turbidity_log,Turbidity_units,Turbidity_mdl,Turbidity_rdl,Turbidity_text,Turbidity_orig,Silica,Silica_log,Silica_units,Silica_mdl,Silica_rdl,Silica_text,Silica_orig,"Conductivity,_Field","Conductivity,_Field_log","Conductivity,_Field_units","Conductivity,_Field_mdl","Conductivity,_Field_rdl","Conductivity,_Field_text","Conductivity,_Field_orig",Total_Phosphorus,Total_Phosphorus_log,Total_Phosphorus_units,Total_Phosphorus_mdl,Total_Phosphorus_rdl,Total_Phosphorus_text,Total_Phosphorus_orig,Storm_Or_Non-Storm,Storm_Or_Non-Storm_log,Storm_Or_Non-Storm_units,Storm_Or_Non-Storm_mdl,Storm_Or_Non-Storm_rdl,Storm_Or_Non-Storm_text,Storm_Or_Non-Storm_orig,pH,pH_log,pH_units,pH_mdl,pH_rdl,pH_text,pH_orig,Enterococcus,Enterococcus_log,Enterococcus_units,Enterococcus_mdl,Enterococcus_rdl,Enterococcus_text,Enterococcus_orig,Conductivity,Conductivity_log,Conductivity_units,Conductivity_mdl,Conductivity_rdl,Conductivity_text,Conductivity_orig,Dissolved_Oxygen,Dissolved_Oxygen_log,Dissolved_Oxygen_units,Dissolved_Oxygen_mdl,Dissolved_Oxygen_rdl,Dissolved_Oxygen_text,Dissolved_Oxygen_orig,E._coli,E._coli_log,E._coli_units,E._coli_mdl,E._coli_rdl,E._coli_text,E._coli_orig
L58300-12,2013-08-06T20:27:00Z,2013,8,0438,0.218,-1.523260216193048,mg/L,0.01,0.04,,0.218,0.0126,-4.374058465024705,mg/L,0.002,0.01,,0.0126,0.363,-1.0133524447172864,mg/L,0.05,0.1,,0.363,1.5,0.4054651081081644,mg/L,0.5,1,,1.5,10,2.302585092994046,mg/L,0.5,1,,10,7.78,2.0515563381903004,pH,NA,NA,,7.78,0.00828,-4.793912310584969,mg/L,5e-4,0.002,,0.00828,18.4,2.91235066461494,deg C,NA,NA,,18.4,50,3.912023005428146,CFU/100ml,NA,NA,,50,40.5,3.7013019741124933,mg CaCO3/L,1,5,,40.5,0.5,-0.6931471805599453,NTU,0.2,0.5,,0.5,0,0,,NA,NA,,0,93.8,4.541164856012179,umhos/cm,0.5,10,,93.8,0.0184,-3.9954046143671973,mg/L,0.005,0.01,,0.0184,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0
L54190-4,2011-10-03T19:29:00Z,2011,10,0438,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,3.6,1.2809338454620642,mg/L,0.5,1,,3.6,0,0,,NA,NA,,0,7.83,2.057962510002712,pH,NA,NA,,7.83,0,0,,NA,NA,,0,12.7,2.5416019934645457,deg C,NA,NA,,12.7,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,71.3,4.26689632742025,umhos/cm,0.5,10,,71.3,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0
8707669,1987-07-15T07:00:00Z,1987,7,A319,0.3519173,-1.0443590741693312,mg/L,NA,NA,.359||King County Nstream Database/B53311,0.359,0.007,-4.961845129926823,mg/L,NA,NA,.007||King County Nstream Database/B53311,0.007,0,0,,NA,NA,,0,3.33,1.2029723039923526,mg/L,NA,NA,3.33||King County Nstream Database/B53311,3.33,0,0,,NA,NA,,0,7.6,2.028148247292285,pH,NA,NA,7.6||King County Nstream Database/B53311,7.6,0.006545666652537392,-5.028952028040723,mg/L,NA,NA,.005||King County Nstream Database/B53311,0.005,16.6,2.8094026953624978,deg C,NA,NA,16.6||King County Nstream Database/B53311,16.6,18,2.8903717578961645,ORG/100ml,NA,NA,18||King County Nstream Database/B53311,18,0,0,,NA,NA,,0,0.8,-0.2231435513142097,NTU,NA,NA,.8||King County Nstream Database/B53311,0.8,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.012099735229030661,-4.414571708517147,mg/L,NA,NA,.015||King County Nstream Database/B53311,0.015,NA,NA,none,NA,NA,N||King County Nstream Database/B53311,NA,7.6,2.028148247292285,pH,NA,NA,7.6||King County Nstream Database/B53311,7.6,0,0,,NA,NA,,0,86,4.454347296253507,umhos/cm,NA,NA,86||King County Nstream Database/B53311,86,9.33,2.2332350148592526,mg/L,NA,NA,9.33||King County Nstream Database/B53311,9.33,0,0,,NA,NA,,0
L48152-12,2009-06-01T21:23:00Z,2009,6,0631,0.57,-0.5621189181535413,mg/L,0.01,0.04,,0.57,0.0163,-4.11659017116942,mg/L,0.005,0.01,,0.0163,0.719,-0.3298939212610904,mg/L,0.05,0.1,,0.719,3.3,1.1939224684724346,mg/L,0.5,1,,3.3,10.4,2.341805806147327,mg/L,0.5,1,,10.4,7.66,2.0360119837525,pH,NA,NA,,7.66,0.0124,-4.390058806371146,mg/L,0.002,0.005,,0.0124,16.1,2.7788192719904172,deg C,NA,NA,,16.1,26,3.258096538021482,CFU/100ml,NA,NA,,26,47.7,3.8649313978942956,mg CaCO3/L,1,5,Possible bias: see DAF,47.7,0,0,,NA,NA,,0,0,0,,NA,NA,,0,134,4.897839799950911,umhos/cm,0.5,10,,134,0.0227,-3.78539035449478,mg/L,0.005,0.01,,0.0227,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0
8907514,1989-08-02T07:00:00Z,1989,8,0631,0.6492008,-0.4320132110565698,mg/L,NA,NA,.664||King County Nstream Database/B53311,0.664,0.003,-5.809142990314028,mg/L,NA,NA,.003||King County Nstream Database/B53311,0.003,0,0,,NA,NA,,0,2.8,1.0296194171811581,mg/L,NA,NA,2.80||King County Nstream Database/B53311,2.8,0,0,,NA,NA,,0,7.7,2.0412203288596382,pH,NA,NA,7.7||King County Nstream Database/B53311,7.7,0.03093476044691362,-3.4758747937849908,mg/L,NA,NA,.030||King County Nstream Database/B53311,0.03,13.5,2.6026896854443837,deg C,NA,NA,13.5||King County Nstream Database/B53311,13.5,100,4.605170185988092,ORG/100ml,NA,NA,100||King County Nstream Database/B53311,100,0,0,,NA,NA,,0,0.6,-0.5108256237659907,NTU,NA,NA,.6||King County Nstream Database/B53311,0.6,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.024182536205625098,-3.7221245507258085,mg/L,NA,NA,.029||King County Nstream Database/B53311,0.029,NA,NA,none,NA,NA,N||King County Nstream Database/B53311,NA,7.7,2.0412203288596382,pH,NA,NA,7.7||King County Nstream Database/B53311,7.7,22,3.091042453358316,ORG/100g,NA,NA,22||King County Nstream Database/B53311,22,135,4.90527477843843,umhos/cm,NA,NA,135||King County Nstream Database/B53311,135,10.3,2.33214389523559,mg/L,NA,NA,10.30||King County Nstream Database/B53311,10.3,0,0,,NA,NA,,0
L65156-3,2016-04-13T16:50:00Z,2016,4,A319,0.221,-1.5095925774643841,mg/L,0.01,0.04,,0.221,0.004,-5.521460917862246,mg/L,0.002,0.01,,0.004,0.31,-1.171182981502945,mg/L,0.05,0.1,,0.31,3.1,1.1314021114911006,mg/L,0.5,1,,3.1,11.5,2.4423470353692043,mg/L,0.5,1,,11.5,7.38,1.998773638612381,pH,NA,NA,,7.38,0.00342,-5.678114727907623,mg/L,5e-4,0.002,,0.00342,8.9,2.186051276738094,deg C,NA,NA,,8.9,14,2.6390573296152584,CFU/100ml,NA,NA,,14,23.8,3.169685580677429,mg CaCO3/L,1,5,,23.8,1.74,0.5538851132264376,NTU,0.2,0.5,,1.74,0,0,,NA,NA,,0,56.6,4.036008985209137,umhos/cm,0.5,10,,56.6,0.016,-4.135166556742356,mg/L,0.005,0.01,,0.016,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0
L74054-14,2020-02-12T19:01:00Z,2020,2,0438,0.188,-1.6713133161521878,mg/L,0.01,0.04,,0.188,0.0071,-4.947660494934867,mg/L,0.002,0.01,,0.0071,0.336,-1.0906441190189327,mg/L,0.05,0.1,,0.336,80.2,4.384523514872469,mg/L,1,2,,80.2,12.3,2.509599262378372,mg/L,0.5,1,,12.3,7.02,1.9487632180377197,pH,NA,NA,,7.02,0.0043,-5.44914025628262,mg/L,5e-4,0.002,,0.0043,6.3,1.840549633397487,deg C,NA,NA,,6.3,2,0.6931471805599453,CFU/100ml,NA,NA,,2,14.1,2.6461747973841225,mg CaCO3/L,1,5,,14.1,59.6,4.087655574071304,NTU,0.2,0.5,,59.6,9.47,2.248128907197987,mg/L,0.2,0.5,,9.47,39.9,3.686376323895818,umhos/cm,0.5,10,,39.9,0.122,-2.1037342342488805,mg/L,0.005,0.01,,0.122,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,6,1.791759469228055,CFU/100ml,NA,NA,,6
L74047-9,2020-02-11T21:51:00Z,2020,2,0631,0.82,-0.19845093872383832,mg/L,0.01,0.04,,0.82,0.0114,-4.474141923581687,mg/L,0.002,0.01,,0.0114,1.04,0.03922071315328133,mg/L,0.05,0.1,,1.04,71.2,4.26549281841793,mg/L,1,2,,71.2,12,2.4849066497880004,mg/L,0.5,1,,12,7.04,1.951608170169951,pH,NA,NA,,7.04,0.00655,-5.028290229334976,mg/L,5e-4,0.002,,0.00655,6.8,1.916922612182061,deg C,NA,NA,,6.8,13,2.5649493574615367,CFU/100ml,NA,NA,,13,22.4,3.109060958860994,mg CaCO3/L,1,5,,22.4,26.6,3.2809112157876537,NTU,0.2,0.5,,26.6,14.5,2.6741486494265287,mg/L,0.2,0.5,,14.5,74.9,4.316153890523174,umhos/cm,0.5,10,,74.9,0.0739,-2.6050424510279813,mg/L,0.005,0.01,,0.0739,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,9,2.1972245773362196,CFU/100ml,NA,NA,,9
L39675-3,2006-07-11T19:53:00Z,2006,7,0631,0.6482261,-0.4335157237351169,mg/L,0.02,0.04,,0.663,0.01,-4.605170185988091,mg/L,0.01,0.02,,NA,0.7214816190423697,-0.3264483771254827,mg/L,0.05,0.1,,0.716,2.1,0.7419373447293773,mg/L,0.5,1,,2.1,11.2,2.4159137783010487,mg/L,0.5,1,,11.2,8.2,2.1041341542702074,pH,NA,NA,,8.2,0.009005298534502795,-4.7099421488212485,mg/L,0.002,0.005,,0.0067,15.2,2.7212954278522306,deg C,NA,NA,,15.2,57,4.04305126783455,CFU/100ml,NA,NA,,57,53.1,3.9721769282478934,mg CaCO3/L,1,10,,53.1,0.85,-0.16251892949777494,NTU,0.5,2,,0.85,19.2,2.954910279033736,mg/L,0.5,1,,19.2,134,4.897839799950911,umhos/cm,0.5,10,,134,0.022019620657293064,-3.815821375025227,mg/L,0.005,0.01,,0.0203,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,53,3.970291913552122,CFU/100ml,NA,NA,,53
9213137,1992-09-16T07:00:00Z,1992,9,A319,0.157952,-1.8454640895793237,mg/L,NA,NA,.160||King County Nstream Database/B53311,0.16,0.01,-4.605170185988091,mg/L,0.01,NA,.010||King County Nstream Database/B53311,NA,0,0,,NA,NA,,0,1.75,0.5596157879354227,mg/L,NA,NA,1.75||King County Nstream Database/B53311,1.75,0,0,,NA,NA,,0,7.4,2.0014800002101243,pH,NA,NA,7.4||King County Nstream Database/B53311,7.4,0.006545666652537392,-5.028952028040723,mg/L,NA,NA,.005||King County Nstream Database/B53311,0.005,13,2.5649493574615367,deg C,NA,NA,13.0||King County Nstream Database/B53311,13,19,2.9444389791664403,ORG/100ml,NA,NA,19||King County Nstream Database/B53311,19,0,0,,NA,NA,,0,0.5,-0.6931471805599453,NTU,NA,NA,.5||King County Nstream Database/B53311,0.5,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.03619315472772127,-3.318885273950601,mg/L,NA,NA,.042||King County Nstream Database/B53311,0.042,NA,NA,none,NA,NA,N||King County Nstream Database/B53311,NA,7.4,2.0014800002101243,pH,NA,NA,7.4||King County Nstream Database/B53311,7.4,49,3.8918202981106265,ORG/100g,NA,NA,49||King County Nstream Database/B53311,49,85,4.442651256490317,umhos/cm,NA,NA,85||King County Nstream Database/B53311,85,10.5,2.3513752571634776,mg/L,NA,NA,10.50||King County Nstream Database/B53311,10.5,0,0,,NA,NA,,0
L6507-2,1995-07-18T16:55:00Z,1995,7,0631,0.7285131,-0.3167496713534413,mg/L,0.05,0.1,,0.751,0.0498,-2.99974029495153,mg/L,0.02,0.04,,0.0498,0.8952738251640076,-0.11062565759649048,mg/L,0.05,0.1,,0.89,1.6,0.47000362924573563,mg/L,0.5,1,,1.6,0,0,,NA,NA,,0,7.77,2.050270164379556,pH,NA,NA,,7.77,0.013433160257667573,-4.310028982825207,mg/L,0.002,0.005,,0.0114,16.2,2.785011242238338,deg C,NA,NA,,16.2,250,5.521460917862246,CFU/100ml,NA,NA,,250,0,0,,NA,NA,,0,0.7,-0.35667494393873245,NTU,0.5,1,,0.7,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.03292188342960889,-3.4136176924887827,mg/L,0.005,0.01,,0.0385,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,51,3.9318256327243257,CFU/100ml,NA,NA,,51,130,4.867534450455582,umhos/cm,0.5,1,,130,9.7,2.272125885509337,mg/L,0.5,1,,9.7,0,0,,NA,NA,,0
L47747-1,2009-05-05T17:19:00Z,2009,5,0631,0.514,-0.6655320135269719,mg/L,0.01,0.04,,0.514,0.0108,-4.528209144851963,mg/L,0.005,0.01,,0.0108,0.733,-0.3106095770954856,mg/L,0.05,0.1,,0.733,10.2,2.3223877202902252,mg/L,0.5,1,,10.2,11.2,2.4159137783010487,mg/L,0.5,1,,11.2,7.45,2.0082140323914683,pH,NA,NA,,7.45,0.00667,-5.010135419054604,mg/L,0.002,0.005,,0.00667,10.2,2.3223877202902252,deg C,NA,NA,,10.2,69,4.23410650459726,CFU/100ml,NA,NA,,69,44.6,3.7977338590260183,mg CaCO3/L,1,5,LCS removed: see DAF,44.6,0,0,,NA,NA,,0,0,0,,NA,NA,,0,102,4.624972813284271,umhos/cm,0.5,10,,102,0.0312,-3.4673371841667002,mg/L,0.005,0.01,,0.0312,NA,NA,none,NA,NA,S,NA,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0
L19222-2,2000-11-14T18:00:00Z,2000,11,A319,0.25542200000000004,-1.3648381997042887,mg/L,0.02,0.04,,0.26,0.01,-4.605170185988091,mg/L,0.01,0.02,,NA,0.32752607757358476,-1.1161876008979417,mg/L,0.05,0.1,,0.323,1.4,0.3364722366212129,mg/L,0.5,1,,1.4,12.2,2.501435951739211,mg/L,NA,NA,,12.2,7.24,1.979621206397625,pH,NA,NA,,7.24,0.007060999821315675,-4.953168619753738,mg/L,0.002,0.005,,0.00536,4.31,1.4609379041156563,deg C,NA,NA,,4.31,5,1.6094379124341003,CFU/100ml,NA,NA,,5,27.4,3.3105430133940246,mg CaCO3/L,0.2,10,,27.4,0.86,-0.15082288973458366,NTU,0.5,1,,0.86,0,0,,NA,NA,,0,63.7,4.154184562578117,umhos/cm,NA,NA,,63.7,0.014018066749768791,-4.267408299196922,mg/L,0.005,0.01,,0.0131,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,2,0.6931471805599453,CFU/100ml,NA,NA,,2,66.1,4.191168746857641,umhos/cm,0.5,10,,66.1,0,0,,NA,NA,,0,5,1.6094379124341003,CFU/100ml,NA,NA,,5
7815351,1978-09-27T07:00:00Z,1978,9,A319,0.19401590000000002,-1.6398151645143582,mg/L,NA,NA,.197||King County Nstream Database/RVL,0.197,0.014,-4.268697949366879,mg/L,NA,NA,.014||King County Nstream Database/RVL,0.014,0,0,,NA,NA,,0,8.5,2.1400661634962708,mg/L,NA,NA,8.50||King County Nstream Database/RVL,8.5,0,0,,NA,NA,,0,7,1.9459101490553132,pH,NA,NA,7.0||King County Nstream Database/RVL,7,0,0,,NA,NA,,0,13.6,2.6100697927420065,deg C,NA,NA,13.6||King County Nstream Database/RVL,13.6,12,2.4849066497880004,ORG/100ml,NA,NA,12||King County Nstream Database/RVL,12,0,0,,NA,NA,,0,2.4,0.8754687373538999,NTU,NA,NA,2.4||King County Nstream Database/RVL,2.4,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.02509178666337848,-3.685214710960634,mg/L,NA,NA,.030||King County Nstream Database/RVL,0.03,0,0,,NA,NA,,0,7,1.9459101490553132,pH,NA,NA,7.0||King County Nstream Database/RVL,7,0,0,,NA,NA,,0,68,4.219507705176107,umhos/cm,NA,NA,68||King County Nstream Database/RVL,68,10.1,2.3125354238472138,mg/L,NA,NA,10.10||King County Nstream Database/RVL,10.1,0,0,,NA,NA,,0
L16621-6,1999-10-12T17:51:00Z,1999,10,0631,0.8654757000000001,-0.14447598101651762,mg/L,0.02,0.04,,0.897,0.0542,-2.9150743705365367,mg/L,0.01,0.02,,0.0542,1.0548433403930966,0.053392263383532396,mg/L,0.05,0.1,,1.05,4.3,1.4586150226995167,mg/L,0.5,1,,4.3,11.6,2.451005098112319,mg/L,NA,10,,11.6,7.7,2.0412203288596382,pH,NA,NA,,7.7,0.023398200607306477,-3.7550961566988716,mg/L,0.002,0.005,,0.0217,9.8,2.2823823856765264,deg C,NA,NA,,9.8,80,4.382026634673881,CFU/100ml,NA,NA,,80,52.1,3.9531649487593215,mg CaCO3/L,0.2,1,,52.1,2.4,0.8754687373538999,NTU,0.5,1,,2.4,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.034070250299342894,-3.379330700716263,mg/L,0.005,0.01,,0.031,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,140,4.941642422609304,CFU/100ml,NA,NA,,140,131,4.875197323201151,umhos/cm,0.5,1,,131,0,0,,NA,NA,,0,140,4.941642422609304,CFU/100ml,NA,NA,,140
8809671,1988-09-14T07:00:00Z,1988,9,0631,0.6404285000000001,-0.44561779541447294,mg/L,NA,NA,.655||King County Nstream Database/B53311,0.655,0.021,-3.863232841258714,mg/L,NA,NA,.021||King County Nstream Database/B53311,0.021,0,0,,NA,NA,,0,2.6,0.9555114450274363,mg/L,NA,NA,2.60||King County Nstream Database/B53311,2.6,0,0,,NA,NA,,0,7.5,2.0149030205422647,pH,NA,NA,7.5||King County Nstream Database/B53311,7.5,0.01991548788991701,-3.9162575640336517,mg/L,NA,NA,.018||King County Nstream Database/B53311,0.018,13,2.5649493574615367,deg C,NA,NA,13.0||King County Nstream Database/B53311,13,480,6.173786103901937,ORG/100ml,NA,NA,480||King County Nstream Database/B53311,480,0,0,,NA,NA,,0,0.9,-0.10536051565782628,NTU,NA,NA,.9||King County Nstream Database/B53311,0.9,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.030601242431758338,-3.4867146685030113,mg/L,NA,NA,.036||King County Nstream Database/B53311,0.036,NA,NA,none,NA,NA,N||King County Nstream Database/B53311,NA,7.5,2.0149030205422647,pH,NA,NA,7.5||King County Nstream Database/B53311,7.5,0,0,,NA,NA,,0,113,4.727387818712341,umhos/cm,NA,NA,113||King County Nstream Database/B53311,113,10.1,2.3125354238472138,mg/L,NA,NA,10.12||King County Nstream Database/B53311,10.1,0,0,,NA,NA,,0
L47434-1,2009-03-16T17:22:00Z,2009,3,0631,0.731,-0.3133418192323586,mg/L,0.02,0.04,,0.731,0.0123,-4.398156016603766,mg/L,0.005,0.01,,0.0123,1,0,mg/L,0.05,0.1,,1,26.6,3.2809112157876537,mg/L,0.5,1,,26.6,12.1,2.4932054526026954,mg/L,0.5,1,,12.1,7.11,1.9615022438151495,pH,NA,NA,,7.11,0.00759,-4.880923687574598,mg/L,0.002,0.005,,0.00759,4.72,1.5518087995974639,deg C,NA,NA,,4.72,51,3.9318256327243257,CFU/100ml,NA,NA,,51,29.4,3.380994674344636,mg CaCO3/L,1,5,,29.4,0,0,,NA,NA,,0,0,0,,NA,NA,,0,107,4.672828834461906,umhos/cm,0.5,10,,107,0.0364,-3.313186504339442,mg/L,0.005,0.01,,0.0364,NA,NA,none,NA,NA,S,NA,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0
L51815-12,2010-10-04T20:27:00Z,2010,10,0631,0.577,-0.5499130124740376,mg/L,0.01,0.04,,0.577,0.0884,-2.425883309338539,mg/L,0.005,0.01,,0.0884,0.787,-0.2395270305647338,mg/L,0.05,0.1,,0.787,3.4,1.2237754316221157,mg/L,1,2,,3.4,10,2.302585092994046,mg/L,0.5,1,,10,7.56,2.0228711901914416,pH,NA,NA,,7.56,0.0289,-3.543913683863751,mg/L,0.002,0.005,,0.0289,13,2.5649493574615367,deg C,NA,NA,,13,140,4.941642422609304,CFU/100ml,NA,NA,,140,58.8,4.074141854904581,mg CaCO3/L,1,5,,58.8,0,0,,NA,NA,,0,0,0,,NA,NA,,0,140,4.941642422609304,umhos/cm,0.5,10,,140,0.0426,-3.1559010257068123,mg/L,0.005,0.01,,0.0426,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0
8115742,1981-11-19T08:00:00Z,1981,11,0631,1.365483,0.311508212201983,mg/L,NA,NA,1.425||King County Nstream Database/RS3,1.43,0.067,-2.703062659591171,mg/L,NA,NA,.067||King County Nstream Database/RS3,0.067,0,0,,NA,NA,,0,5,1.6094379124341003,mg/L,NA,NA,5.00||King County Nstream Database/RS3,5,0,0,,NA,NA,,0,6.9,1.9315214116032138,pH,NA,NA,6.9||King County Nstream Database/RS3,6.9,0.02734444083043148,-3.5992420310876154,mg/L,NA,NA,.026||King County Nstream Database/RS3,0.026,8.2,2.1041341542702074,deg C,NA,NA,8.2||King County Nstream Database/RS3,8.2,48,3.871201010907891,ORG/100ml,NA,NA,48||King County Nstream Database/RS3,48,0,0,,NA,NA,,0,2.3,0.8329091229351039,NTU,NA,NA,2.3||King County Nstream Database/RS3,2.3,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.038073481675141616,-3.2682372582083303,mg/L,NA,NA,.044||King County Nstream Database/RS3,0.044,0,0,,NA,NA,,0,6.9,1.9315214116032138,pH,NA,NA,6.9||King County Nstream Database/RS3,6.9,0,0,,NA,NA,,0,94,4.543294782270004,umhos/cm,NA,NA,94||King County Nstream Database/RS3,94,10.3,2.33214389523559,mg/L,NA,NA,10.29||King County Nstream Database/RS3,10.3,0,0,,NA,NA,,0
L48156-7,2009-08-11T20:08:00Z,2009,8,0438,0.196,-1.6296406197516198,mg/L,0.01,0.04,,0.196,0.005,-5.298317366548036,mg/L,0.005,0.01,,NA,0.287,-1.248273063222516,mg/L,0.05,0.1,,0.287,1.5,0.4054651081081644,mg/L,0.5,1,,1.5,11,2.3978952727983707,mg/L,0.5,1,,11,8.17,2.1004689088719113,pH,NA,NA,,8.17,0.00962,-4.643911014304522,mg/L,0.002,0.005,,0.00962,15.5,2.740840023925201,deg C,NA,NA,,15.5,210,5.3471075307174685,CFU/100ml,NA,NA,,210,40.1,3.6913763343125234,mg CaCO3/L,1,5,,40.1,0,0,,NA,NA,,0,0,0,,NA,NA,,0,95.2,4.55597994179732,umhos/cm,0.5,10,,95.2,0.0173,-4.057048777478403,mg/L,0.005,0.01,,0.0173,NA,NA,none,NA,NA,S,NA,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0
L46535-10,2008-09-25T20:30:00Z,2008,9,0631,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,7.78,2.0515563381903004,pH,NA,NA,,7.78,0,0,,NA,NA,,0,12.6,2.533696813957432,deg C,NA,NA,,12.6,0,0,,NA,NA,,0,59,4.07753744390572,mg CaCO3/L,1,5,,59,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0
